# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
6.624609578225114611e-32,8.706204854237686363e-32,-6.295889305612574593e-31,2.622220380702796041e-32
1.601325314883307369e-28,1.195296473880766593e-28,-1.222147266793632838e-27,2.642909301647111764e-29
9.590269935898706125e-26,2.912534744657478655e-26,-3.307954077374838382e-25,7.456627718782558540e-27
3.943651259850902378e-24,3.709256885262260882e-24,-4.254029751634019075e-23,6.782920092761308940e-25
1.222822095078031574e-22,1.203172011071407376e-22,-1.339834666555298140e-21,2.259168100247073929e-23
6.918407726674482740e-22,2.012204756504219991e-21,-2.477134818503653590e-20,3.134296263810920178e-22
1.078724476743005729e-20,1.345022273129054484e-20,-1.705088591371721222e-19,2.065908090753929650e-21
8.552120458573316841e-20,4.412081969983833533e-20,-5.873231630663229590e-19,7.392197823731353621e-21
4.685557690221258540e-20,7.584791684686244224e-20,-7.115502062946533267e-19,1.637184631952228327e-20
4.205784503381659958e-20,1.137617356045716446e-19,-9.921466520072309315e-19,2.537892619588879633e-20
3.995462842917027334e-19,1.301631545222462892e-19,-1.531003449902296795e-18,3.079714246853383948e-20
2.758035110987147381e-19,1.573331763854616834e-19,-1.795792076199347919e-18,3.250418755661396016e-20
2.078981639153716975e-19,1.732243733815572307e-19,-1.961948790208251914e-18,3.320377731004089795e-20
5.834307705365081236e-19,1.621978652868846334e-19,-2.157066286206346824e-18,3.559499668397554786e-20
5.323872276916063226e-19,1.660295514883508195e-19,-2.111049079162623376e-18,3.645513921640684567e-20
2.323130874856062674e-19,1.759161374518046315e-19,-1.895339874433843834e-18,3.572196679069882910e-20
3.364878787901604577e-19,1.588228316569405856e-19,-1.763736306850200338e-18,3.545496008880991335e-20
4.402741938037034894e-19,1.251812400757838159e-19,-1.426214801465235469e-18,3.495683703474430039e-20
5.182965935898930573e-19,8.014176302848875382e-20,-1.114281240756838023e-18,3.483153521338771317e-20
3.883213548735940284e-19,5.191452506078894708e-20,-6.942520022501431770e-19,3.521284251536740842e-20
3.783151037107196694e-19,8.031549051381976698e-20,-1.896477706670936904e-19,3.463178204970056816e-20
8.291018659311424939e-19,1.206294577573885478e-19,-8.101362900650899146e-20,3.473878415489161655e-20
7.709461286432533574e-19,1.312423523127452777e-19,1.304806622280720360e-19,3.608168895860104242e-20
6.787853901968884344e-19,1.386402948042986230e-19,2.519397994118720772e-19,3.614009702131478219e-20
7.283677136009947340e-19,1.473045224197679813e-19,2.672244781815882003e-19,3.583754213682314773e-20
6.235631605679051091e-19,1.592144303173584743e-19,5.941563486188274232e-19,3.532639640540971809e-20
2.077391358523757957e-19,1.539597524985972346e-19,1.055477394094790319e-18,3.390482211562296726e-20
4.131725445625622890e-19,1.431856859867799115e-19,5.851335824631954997e-19,3.488602038030174414e-20
3.870529274224821586e-19,1.581042615476405457e-19,8.138416402829445091e-19,3.617308366680601883e-20
2.605372730657355008e-19,1.665992373150025073e-19,1.117329688377304488e-18,3.594856648435062757e-20
3.908537973075825705e-19,1.631335359934163847e-19,9.305333195844302536e-19,3.513040285754689148e-20
3.198311001251770091e-19,1.406835947201246340e-19,6.382700553737083805e-19,3.606015422342754117e-20
4.085440894666381349e-19,1.490170482701950447e-19,6.630956988259342316e-19,3.577058414803843243e-20
2.525879840093748868e-19,1.568434318300021877e-19,9.557304600205110123e-19,3.608764160078022829e-20
2.728055817586574203e-19,1.657822358569866711e-19,1.084016117292203987e-18,3.591946457844423756e-20
3.649091938916690944e-19,1.464460478145936466e-19,7.080857651939172253e-19,3.469209405372501255e-20
1.500866543081107066e-19,1.736493358144810665e-19,1.450729159242247232e-18,3.460756556632359858e-20
5.245339460478125725e-21,1.925988596019757483e-19,1.891696520042760320e-18,3.596067128830141913e-20
3.858808869603826474e-19,1.768036344577526573e-19,1.125047900707850726e-18,3.691145902976639152e-20
3.098893960547697539e-19,1.506050189493744706e-19,8.078423488705008847e-19,3.586499386543623694e-20
4.318817244534778334e-19,1.746889267325094764e-19,1.095615867450807714e-18,3.529158662696226577e-20
3.977716321978607952e-19,1.783730587476520752e-19,1.126800082053135219e-18,3.590710540680175113e-20
1.430716203324375863e-19,1.830171205151516517e-19,1.530222701304029451e-18,3.635121473576919252e-20
2.511624441002521520e-19,1.611371881650694479e-19,1.030989059364924810e-18,3.575366635512475477e-20
3.949570285352911960e-19,1.473309385077949579e-19,6.283632570446524861e-19,3.649684328574854639e-20
5.572472017096476653e-19,1.647709229137198116e-19,7.142229410232269964e-19,3.625374481293989617e-20
3.769193406768412899e-19,1.773263183117833130e-19,1.158506705927523955e-18,3.553267102442206576e-20
2.433860443189755348e-19,1.700112306766328906e-19,1.208296890489761254e-18,3.520145614004499682e-20
2.318413594934501308e-19,1.606192201270302260e-19,1.066691142883628459e-18,3.495708332460862926e-20
3.985867122343243176e-19,1.715530466073328306e-19,1.102319723992940651e-18,3.433431915710476434e-20
2.750062635517814614e-19,1.882052726219611152e-19,1.525170803131444245e-18,3.531830630781338364e-20
3.054221151136453020e-19,1.781064046859907310e-19,1.303810285180026245e-18,3.535541934981728560e-20
4.112962068671838880e-19,1.760279005312714760e-19,1.162561553920597111e-18,3.485638550479561164e-20
5.986617936795176268e-19,1.819072233988547051e-19,1.016336810249541783e-18,3.507127047855846816e-20
4.970716832529163591e-19,1.819698397323151717e-19,1.108792680742564746e-18,3.568578594108723401e-20
2.609892200442135727e-19,1.897578195535039987e-19,1.530467110803612474e-18,3.597521070705872854e-20
3.852244958305169089e-19,1.865231416482862516e-19,1.335012764311202503e-18,3.528147579256085231e-20
3.743478137419720497e-19,1.642520947829987433e-19,9.973405375906251247e-19,3.429265841006554191e-20
3.242327937195596288e-19,1.615106055870632081e-19,1.035956275901572491e-18,3.421941950588976759e-20
3.680896628015387210e-19,1.738170110476779938e-19,1.156508491991735867e-18,3.508609035437855848e-20
4.232343914900149001e-19,1.572649962239502187e-19,8.176500260071651080e-19,3.439676751930879337e-20
5.284682058891441185e-19,1.486340490858148377e-19,6.092879567346702863e-19,3.312521289917214436e-20
2.293296160409668713e-19,1.627502656845226474e-19,1.201211331850732559e-18,3.348952146029012805e-20
2.594259707907840067e-19,1.834287432144280560e-19,1.487907214678836668e-18,3.459832347537604392e-20
4.350200131072914626e-19,1.824868049451516722e-19,1.243312547035515067e-18,3.454995607798747202e-20
2.450107075500064762e-19,1.750347848092467080e-19,1.396237410479926504e-18,3.380088056587667665e-20
5.785496925970402865e-19,1.655662445466453862e-19,8.222885036933249223e-19,3.368969214894933196e-20
2.378005211177025236e-19,1.843409604647614528e-19,1.522549709965091012e-18,3.433795667099886560e-20
5.955231716259452464e-19,1.661127412043797894e-19,7.754047507718643070e-19,3.446769436828761915e-20
3.161139475369710318e-19,1.451770367418958607e-19,7.861331095404866763e-19,3.355796983798342647e-20
4.655008370440170606e-19,1.622519739374416006e-19,8.528286108436491472e-19,3.382504585559366330e-20
1.077324800631552229e-19,1.611603618756183915e-19,1.321175716980682641e-18,3.327760870081303751e-20
1.916454122741819818e-19,1.749120531312454528e-19,1.414330302011393794e-18,3.455553481956662237e-20
1.871908228087412979e-19,1.392924480999927018e-19,8.720363678460550488e-19,3.288902930069163858e-20
2.996213933056342983e-19,1.426733409073682398e-19,7.811387582398074649e-19,3.255286400516073718e-20
1.419383355604790820e-19,1.658407486383448823e-19,1.334880532169188815e-18,3.400989293155848647e-20
2.069728521110583043e-19,1.755151516509394218e-19,1.424208133059226588e-18,3.391851650019755265e-20
2.001331522379957037e-19,1.493125564228811751e-19,9.954645100721196239e-19,3.368904654347252190e-20
2.650000419019866556e-19,1.565964847242408233e-19,1.061310150182111565e-18,3.312375555226417158e-20
