# Resampled ADU, ADU Uncertainty, Sky ADU
2.340081211380446113e+00,2.899443747647250103e+00,3.086879791259142181e+01
2.340367249964478980e+00,2.747569122493371374e+00,2.704318818475743669e+01
4.163498884987115289e+00,2.628599035398953898e+00,1.849841867104307624e+01
5.613671502884117537e+00,2.904171852084009853e+00,2.064331032782368780e+01
1.936109557158773642e+00,2.852443920230050001e+00,3.039801320540865959e+01
4.653994030718656916e+00,3.096418296463447906e+00,2.865346475392860270e+01
1.875371875674539224e+00,2.790976456362936009e+00,2.896825597838780908e+01
5.155825314769976186e-01,2.547120113804564934e+00,2.744319289133248319e+01
1.667408503313241530e+00,2.456790297617415408e+00,2.200769010812866000e+01
2.651089820365263972e+00,2.823006588898100411e+00,2.785706344172835003e+01
3.271335791359117007e+00,3.042385106132435624e+00,3.179219520427777823e+01
3.932458641704575264e+00,2.668248686404743442e+00,2.000352307269288943e+01
2.485107478296161965e+00,2.463851783047899868e+00,1.944319676141425646e+01
1.808012851273066879e+00,2.725597411553853711e+00,2.766361490517050115e+01
4.897934888136742160e+00,2.948660674344546262e+00,2.391417778710584230e+01
6.758661667899780845e+00,3.149712620535492391e+00,2.386735766922359403e+01
4.883510978589910678e+00,3.108716875858167583e+00,2.840668734394769501e+01
3.157642299234195260e+00,2.807566468394115944e+00,2.554464547808747099e+01
4.048393805131501821e+00,2.950630082469525739e+00,2.663304228018230901e+01
1.282646766229721624e+00,2.942573059217675535e+00,3.477656834773131322e+01
3.128474699085299626e+00,2.847054808557908157e+00,2.672334371889434834e+01
5.286849528391674546e+00,2.704589914950972229e+00,1.745860481754621674e+01
1.943000657842315793e+00,2.584709351560495527e+00,2.416175498205643635e+01
1.473427712910354348e+00,2.738636931163827004e+00,2.890004586599712511e+01
2.258457873766904989e+00,2.607149098883495331e+00,2.324491333314497510e+01
1.529062162651628087e+00,2.674651878592184673e+00,2.712630483972220219e+01
2.797131272488671883e+00,2.804799422459498981e+00,2.627165250278385500e+01
3.950115718973397527e+00,2.942810133338222389e+00,2.664745669899575020e+01
1.314706170032089450e+00,2.991835413869768701e+00,3.612152858823223056e+01
2.650392576498291075e-01,2.694410746501277210e+00,3.168524355577200424e+01
1.922630782155677842e+00,2.629761834661164421e+00,2.505377984966776239e+01
5.082300731565596585e+00,3.002063581325750796e+00,2.497434710168834116e+01
5.515409551840201985e+00,3.242063684521891531e+00,3.047265484009554370e+01
3.180413553726525233e+00,2.845794312045949237e+00,2.675105990967174208e+01
2.501324860562804453e+00,2.641674731393223396e+00,2.354297759141882906e+01
9.985711645539465664e-01,2.849744064434462043e+00,3.329379742672347220e+01
1.558628231636340900e+00,2.812707710899287061e+00,3.110340586863134504e+01
3.116898390540336017e+00,2.765898692674024772e+00,2.491076502982130947e+01
2.631027951348340999e+00,2.773527642402338511e+00,2.620913886186574260e+01
2.044382418364628862e+00,2.881128948035688531e+00,3.063582365215048497e+01
6.929255235021064552e-01,2.968523906829326542e+00,3.754053212932697647e+01
2.543596675929278739e+00,2.887533159159703544e+00,2.982515869517961349e+01
4.219464415701901672e+00,2.940661912283398571e+00,2.620554795611700527e+01
2.599125917618738235e+00,2.774261528649732078e+00,2.650917886496048226e+01
4.510906320133898362e+00,2.750821583929947689e+00,2.001891629031448971e+01
1.159727511201185335e+00,2.752024911927724471e+00,3.038815347939659262e+01
1.545609633514563264e+00,2.801188419975331634e+00,3.054085939870723010e+01
3.050949783019481831e+00,2.645705574882832867e+00,2.212036944071162026e+01
1.696094977821010152e+00,2.660562110307068906e+00,2.671453688529905790e+01
1.344999430420962927e+00,2.722119711722521984e+00,2.934973368037981345e+01
1.197761486961341326e+00,2.651653696631537382e+00,2.793761779411844515e+01
2.013026881781000643e+00,2.772913228382433815e+00,2.816558231614641272e+01
2.644001727505437493e+00,2.822499151258742067e+00,2.745902331579872424e+01
1.671289607612952421e+00,2.764295807192442833e+00,2.910363342137955911e+01
2.374700251286136599e+00,2.712283190214128670e+00,2.609716762124575240e+01
1.432262228258189829e+00,2.702307296322176811e+00,2.865930486847615910e+01
3.396468027163482173e+00,2.861945444945799277e+00,2.610815731689754671e+01
3.098739242127880544e+00,2.854009214745101719e+00,2.682109773127144692e+01
2.989578398906236334e+00,2.909423555583989351e+00,2.907847833942023286e+01
4.590104647895286938e+00,3.092603598090942096e+00,2.908280303721106108e+01
4.608323542166797182e+00,2.956551942395061694e+00,2.502576439898620819e+01
2.403134646713275036e+00,2.738541323623995272e+00,2.599541481054992786e+01
