# ADU, ADU Uncertainty, Sky ADU
2.526335935368489327e+00,3.320165199808372769e+00,-2.400976421335409583e+01
6.059001790980359736e+00,4.522672064903417777e+00,-4.624282856811790765e+01
1.286250547426054069e+01,3.905867870851840173e+00,-4.436229746193840384e+01
5.808005325983096157e+00,5.469874257751491164e+00,-6.273263668233838075e+01
5.411361078276172520e+00,5.325238596952337033e+00,-5.929486216648788144e+01
2.172315453684266817e+00,6.431918460890000411e+00,-7.924887534317571181e+01
5.311090728578676590e+00,6.512871345891650954e+00,-8.263106466387682758e+01
1.199068801003907936e+01,5.931898860471280344e+00,-7.923759199442588397e+01
1.645868212516341300e+00,4.459768862114411370e+00,-3.869591381673306074e+01
1.659783796928437916e+00,4.487727654102494412e+00,-3.918413123867289016e+01
1.683509002263711807e+01,4.137295341387522640e+00,-5.330607572855466714e+01
4.766270651609206155e+00,5.153545450011468354e+00,-5.611292864825809801e+01
7.021913446753140775e+00,5.249296622415339897e+00,-6.060184201106719115e+01
2.142022105400669219e+01,4.184992661697918059e+00,-6.059942078082958972e+01
9.954600489447811285e+00,4.806286632740439657e+00,-5.607245121904609420e+01
3.835930377999761109e+00,5.016030788867171353e+00,-5.072833508439432393e+01
1.428082452950617132e+01,4.025107196851969604e+00,-4.891350871399777844e+01
1.092972615482062260e+01,3.142459836629640346e+00,-3.278598585245161701e+01
1.902328690295739477e+01,1.418138468884200032e+00,-3.115636310226339845e+01
1.321118220253554743e+00,1.542496289891336136e+00,-5.826787306795714549e+00
2.444246802785606576e+01,3.412443036011312270e+00,-4.982459740522903857e+00
2.303231302756847398e+01,3.559477163856828330e+00,1.509336298204133620e+00
1.850601711950257311e+01,3.771141272017112911e+00,7.234836831023100601e+00
1.933418215773555815e+01,3.966298936028856748e+00,6.443881466609471254e+00
2.254079021666749227e+01,4.432864652299828734e+00,9.724012065627460899e+00
4.161949905018583529e+00,4.711363904146970150e+00,3.639413689267109220e+01
1.188117784944027910e+01,4.041936378896932247e+00,1.571891919090165146e+01
1.171701473585278741e+01,4.314021793990357345e+00,2.031023380241236964e+01
6.431611953594109643e+00,4.608953112407963459e+00,3.168311035685574595e+01
1.154632966651639592e+01,4.768337444542884995e+00,2.791069147168503406e+01
8.522192463652171313e+00,3.871729538672656457e+00,1.767961536159238278e+01
1.180274978078645454e+01,4.151696003342023822e+00,1.787362597058843150e+01
6.971425407356642623e+00,4.331698287066065411e+00,2.627998536015171993e+01
7.533280387437789827e+00,4.623696190724624344e+00,3.038503807415772329e+01
1.051851160459100321e+01,4.221308969928530885e+00,2.041058011941736794e+01
4.293217602723332860e+00,5.023286406701267026e+00,4.207112146849659240e+01
0.000000000000000000e+00,5.367514609149249161e+00,5.297505838670861067e+01
1.114548988595424106e+01,4.751748182835868306e+00,2.899218447043727309e+01
8.378612771961920558e+00,4.141470016318171687e+00,2.184853355651056006e+01
1.277141109162102417e+01,5.061718152174133678e+00,3.231697155181759484e+01
1.078989408769219693e+01,4.951630578474227384e+00,3.122186521491560995e+01
2.486064529488878794e+00,5.052259192525083265e+00,4.439545543323797716e+01
8.216853754574410473e+00,4.363631511575055910e+00,2.474934505274555718e+01
1.158382539883312390e+01,3.941188931621284919e+00,1.501299736592272360e+01
1.672796678260031200e+01,4.761315504444391777e+00,2.138070842245747727e+01
8.079128733488785130e+00,5.085206907263352782e+00,3.724081008893113420e+01
6.373741480495618283e+00,4.711143391225492749e+00,3.297292478533665161e+01
6.768595783184606418e+00,4.533313163477827423e+00,2.921640507712346491e+01
1.453818910350448945e+01,5.276876848220004135e+00,3.385382244275302810e+01
3.569672316057022066e+00,5.361278931937087933e+00,4.901057587284848438e+01
1.256687556929459504e+01,4.786757711839076279e+00,2.747434281929443500e+01
1.116485521825903682e+01,5.268024407296709732e+00,3.821798866966258856e+01
2.252448153187567215e+01,5.111746521539661359e+00,2.044504686705979424e+01
5.258132653257161948e+00,5.086592621103884326e+00,4.179043009469221204e+01
9.600873915933130220e+00,5.495708753301349780e+00,4.342576216485820595e+01
1.267265256795878159e+01,5.008523168573152162e+00,3.040219552280441917e+01
8.291344043475268322e+00,4.462708120704003356e+00,2.711197915397001879e+01
1.131692503663104254e+01,5.119941031751463534e+00,3.519358364380154569e+01
8.977646698962653105e+00,4.649961850088783599e+00,2.887277830274946666e+01
1.954938531726531892e+01,4.402496033046151780e+00,1.266118480840681215e+01
7.530075778040250967e+00,4.685087155730534469e+00,3.182230722022782388e+01
5.101789386870272835e+00,5.306684914731461866e+00,4.622234443125537240e+01
1.483187429256375900e+01,5.286305535537290545e+00,3.315991326669729489e+01
