# ADU, ADU Uncertainty, Sky ADU
2.520880121116776485e+06,1.609169464893869190e+03,9.977006148368313734e+04
2.488838588466510642e+06,1.596605454698503536e+03,8.750394073747174116e+04
2.402170678496501874e+06,1.612732901863186044e+03,3.421277264068167424e+05
2.187582500430064742e+06,1.588480596421068412e+03,6.279338091162546771e+05
2.258558430922851898e+06,1.552539005691485954e+03,2.528019296182986582e+05
2.289983088695549872e+06,1.531584706846253766e+03,7.924684418963448843e+04
2.283153519523942377e+06,1.529399172396756285e+03,7.934633100832486525e+04
2.350874804326971062e+06,1.549891058723218293e+03,7.146439920754163177e+04
2.283632007464921102e+06,1.527772026504892665e+03,7.288705706926195126e+04
2.300022872199336533e+06,1.532753862596718591e+03,6.873214048646469018e+04
2.369463167962047737e+06,1.554777155314689708e+03,6.851966486565652303e+04
2.232859623919370584e+06,1.510990237051744998e+03,7.260402857555964147e+04
2.210220545225546695e+06,1.505214772960921891e+03,7.883669429138340638e+04
2.239176863257181365e+06,1.514522333833416724e+03,7.916605241273695719e+04
2.223688098829406314e+06,1.509330196599791861e+03,7.681510665871582751e+04
2.367543964360028971e+06,1.556906567639880450e+03,8.043019013038504636e+04
2.315378470223437063e+06,1.539347143381525257e+03,7.791800796779427037e+04
2.204180365740092471e+06,1.502621808744226882e+03,7.738382125441230892e+04
2.193082799504588358e+06,1.498295868876471559e+03,7.439395355144455971e+04
2.268809817400295753e+06,1.522913157820290962e+03,7.256323176785247051e+04
2.196646508120434824e+06,1.499447353544798261e+03,7.430345907066461223e+04
2.209760983993776143e+06,1.503816528446690654e+03,7.430179873696359573e+04
2.189369097643705551e+06,1.497161343584332826e+03,7.507694130563717044e+04
2.182731045343523845e+06,1.494948007230096437e+03,7.544862755217881931e+04
2.255247021463383455e+06,1.519935369569215254e+03,7.729414965599976131e+04
2.273590647976365872e+06,1.525808365828515662e+03,7.651954761263748514e+04
2.194461802090819459e+06,1.499838819428473926e+03,7.772906037480590749e+04
2.110740073873091489e+06,1.471309475498072743e+03,7.820179660920490278e+04
2.166136036494824104e+06,1.489513828382144084e+03,7.567678905740694609e+04
2.207565961024472956e+06,1.503984006829785812e+03,7.858795501107137534e+04
2.177377082406875677e+06,1.493696055984660461e+03,7.582117777118670347e+04
2.111728359585256316e+06,1.472396235075426375e+03,8.140562737661604478e+04
2.185619823873177636e+06,1.497376634116226114e+03,8.031562105733017961e+04
2.101962008949369192e+06,1.469402984182476075e+03,8.262026987322168134e+04
2.129126704036127776e+06,1.478333900884467312e+03,8.245529398089185997e+04
2.149887158255641349e+06,1.485255669149769574e+03,8.198340353882059571e+04
2.210170856133420952e+06,1.505224479379875220e+03,8.032369056094509142e+04
2.140863092377036344e+06,1.481742770668483217e+03,7.929994926507411583e+04
2.296352133501728531e+06,1.533161142469177094e+03,7.792357316860109859e+04
2.099737681289470289e+06,1.467437478270994916e+03,7.815396697970703826e+04
2.182603236286127940e+06,1.495974446408376707e+03,7.804488047038290824e+04
2.159017802395850886e+06,1.488227611738660698e+03,8.129557265926033142e+04
2.181337964009182528e+06,1.496722047678829540e+03,8.609856624220775848e+04
2.088942778689316707e+06,1.465640595793615375e+03,8.566177336379802728e+04
2.100851641404778231e+06,1.469904487765900740e+03,8.781545731368512497e+04
2.122994969590570312e+06,1.478130850956318682e+03,8.866906064565338602e+04
2.211714662126704119e+06,1.506602620801722196e+03,8.475258339441049611e+04
2.188217928102524951e+06,1.498690999830371311e+03,8.452696903003027546e+04
2.084088951410913840e+06,1.463787900576243828e+03,8.510822716119070537e+04
2.205167406980895437e+06,1.504359469403317689e+03,8.220850209185655694e+04
2.245359141803218052e+06,1.518458961498510689e+03,8.613107280956899922e+04
2.204131925831700675e+06,1.504866548721556910e+03,8.638578431881549477e+04
2.095628671899218112e+06,1.467115784765474018e+03,8.094667002251798112e+04
2.158763091732296627e+06,1.488368452659806280e+03,8.012606804706907133e+04
2.167409325836065691e+06,1.489354501358926427e+03,7.324546970332675846e+04
2.176664751684359275e+06,1.493469211697674382e+03,7.770027581817365717e+04
2.094401738724718103e+06,1.465318002557760110e+03,7.444379832636691572e+04
