# Resampled Count, Count Uncertainty, Sky Count
nan,nan,nan
4.925292545181918946e+00,6.330392033529225415e+00,-1.662839204071171360e-03
2.608789404187567662e+00,6.267232721290473485e+00,2.922964328308897894e-02
1.396285000183818292e+00,6.297274667650692770e+00,1.334913936484150576e-01
1.125517840539627334e+00,6.320850224899710490e+00,1.789211120774716612e-01
5.996376867802689636e-01,6.350018179617770819e+00,2.447726639391070436e-01
3.700918236256864891e-01,6.185287317572142562e+00,3.509776696262432993e-02
3.534498440514632467e+00,6.337821839246494449e+00,7.946723618528109268e-02
2.172246405313358331e+00,6.232603640558638247e+00,7.071174323607156212e-03
4.987957561865780320e+00,6.344600138240173770e+00,1.225882992119831615e-02
4.256901068283056588e+00,6.346992368458438172e+00,5.204703324769277550e-02
3.674182125537480914e+00,6.410332742385871363e+00,1.726591343875319984e-01
5.392790708614123574e+00,6.306889293947337549e+00,-5.531244883330491136e-02
3.377153841712869919e+00,6.230699656213123383e+00,-5.917378273159551449e-02
5.143037160981608125e+00,6.397228227564156100e+00,8.357918959727622665e-02
7.392314057189770082e+00,6.390245612459986013e+00,-4.134304414869757749e-02
2.739484820790558661e+00,6.240205975297646646e+00,-4.794124567860134217e-02
3.439901037750816126e+00,6.213922172553322021e+00,-1.066216816969570574e-01
3.249409967910815045e+00,6.260293476579800398e+00,-1.435224827261334483e-02
5.219081177675772842e+00,6.428569738057227312e+00,1.203162122309322929e-01
5.826624780813804527e+00,6.368163009734413293e+00,3.871440367518038002e-03
2.464495435260690037e+00,6.318647395833655978e+00,1.085517028345483886e-01
5.537574501803646854e+00,6.384238067385182624e+00,4.318350654032092339e-02
1.767529242950802715e+00,6.313857855745609982e+00,1.375294015845584250e-01
1.014926635625364426e+01,6.550642739441587814e+00,4.104652065016486245e-02
2.119993040295590436e+00,6.269193568840298880e+00,5.521440804333807573e-02
4.867515048876092543e+00,6.334308131627852667e+00,3.024660096910995917e-03
2.215273476505705830e+00,6.192029086166752627e+00,-9.526222733451811253e-02
5.283951667931023888e-01,6.186419346157141064e+00,-7.653529674100351121e-02
1.563357603459093026e+00,6.264929201729425579e+00,7.153177480197958626e-02
1.598249384469993428e+00,6.303779344650229710e+00,1.261906190699059183e-01
1.009249600697502691e+00,6.192369329568022884e+00,1.020414783574219442e-02
1.085145330133226338e+01,6.472731873649182788e+00,-1.050586574613304042e-01
9.503082514348950127e+00,6.537307948832028259e+00,5.776972137954278913e-02
5.034088809719326818e+00,6.457230119865328355e+00,1.668112523792933122e-01
8.625740616817874351e-02,6.347978021443848817e+00,2.663247351212760794e-01
2.632563246613315755e+00,6.330851926490849380e+00,1.148155864727342518e-01
2.212547548948399001e+00,6.236202073199229368e+00,8.122887347068631289e-03
7.833017732338779515e-01,6.286118648474865900e+00,1.475620599490189977e-01
6.928521205516570136e-01,6.179701151403079962e+00,-1.696823773033278443e-02
2.086710121219775171e+00,6.318527377526195643e+00,1.233791435163412581e-01
5.816771438333278255e+00,6.377908118220252831e+00,2.299255989247636286e-02
8.011919026537876576e+00,6.412355860434174382e+00,-3.676784051219448429e-02
3.158245580127063246e+00,6.373797754447893205e+00,1.508947875208657974e-01
2.636321198919886477e+00,6.316218466009106969e+00,9.039404060729476498e-02
5.893228103112290839e+00,6.338252540542089974e+00,-3.481855467610208560e-02
1.557645805584411036e+01,6.605579596115290997e+00,-1.504454588329666997e-01
5.120792054713028563e+00,6.452180201837793838e+00,1.615217915802483195e-01
8.437577673987579630e+00,6.430242032114537487e+00,-3.831390880396415288e-02
3.980435715137288444e+00,6.257663245709502498e+00,-5.318328716669317585e-02
2.943934700707972141e+00,6.281527949258035370e+00,3.126099143262031643e-02
3.162744009752174623e+00,6.305266885903682450e+00,6.128261456466182339e-02
1.645709765333067232e+00,6.173133492517439258e+00,-5.794508626814441621e-02
5.583665948600973650e+00,6.358099450018563914e+00,-4.273077452587693359e-04
1.216137489341011735e+00,6.237284380964836394e+00,6.250270900422644216e-02
2.179937020844257223e+00,6.322070161519786957e+00,1.222848945683280841e-01
2.921603954317197438e+00,6.379359837778229014e+00,1.654550083718913378e-01
6.095181740951306493e-01,6.302638472845811357e+00,1.796897359742994360e-01
6.487705844241324904e+00,6.446334333356475099e+00,8.229076380391789347e-02
8.860070779057865664e+00,6.404564652132966884e+00,-9.029921606183820282e-02
7.389899952701979302e+00,6.411687578622831118e+00,-9.343287553512260799e-03
7.352315893910491340e+00,6.400849201795357324e+00,-2.965710235599296196e-02
4.889797149849543167e+00,6.457318110320160898e+00,1.757770161011911469e-01
8.441542834973715159e+00,6.451636813748613974e+00,-1.073461091805571165e-02
1.176482333384038270e+01,6.557390760459245627e+00,-3.183182294115113192e-02
2.655673238079745424e+00,6.395164481018636771e+00,1.990795034043114642e-01
