# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
inf,inf,-inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,-inf,inf
inf,inf,-inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,-inf,3.570871913532912654e+307
1.348907133080251951e+302,3.304737910656683806e+302,-1.745794157419696729e+302,5.426833593695966428e+301
9.948056585741342472e+296,5.569895728785552989e+296,-2.843650691080582666e+296,8.662414144865639992e+295
3.594249303540331716e+290,9.088396755806247007e+290,2.411724200047162834e+291,1.459334132496625013e+290
1.408230545425530267e+285,1.739892888147917037e+285,1.581843800335568170e+286,2.607054224775048224e+284
1.287317677648835498e+279,3.076497576215776564e+279,-1.800734129553643088e+280,4.961736148227049974e+278
2.038098343452963627e+273,6.484681361646346068e+273,4.355409561126802664e+274,1.010570189522906240e+273
4.275818811648246647e+267,1.344432979421822014e+268,-5.064411589068664927e+267,2.212387924153159152e+267
2.486943076090392510e+262,3.443520502917075416e+262,2.701365004464182068e+263,5.228562708954406621e+261
2.152443115146066872e+257,8.817368999964985178e+256,-7.437441431408374427e+256,1.339507309471607205e+256
4.725099137657676144e+249,2.379739546016628656e+251,1.692354277072578343e+252,3.735218548785640870e+250
6.685259283846696618e+245,7.373083440309799308e+245,3.549350955695090284e+246,1.138183504971182431e+245
1.867124527694717772e+240,2.359907872181654210e+240,-4.934254716252968973e+239,3.804535369295144105e+239
3.138587041746096917e+235,9.515565103195469485e+234,-8.398111165189267933e+234,1.400238970986083430e+234
1.363307129003014639e+230,4.028001233025435146e+229,1.496754154211075975e+230,5.694850087475551766e+228
6.815107984681693050e+223,1.555819820010337754e+224,-2.149113780838083583e+224,2.568387958462879890e+223
1.017414758120163377e+219,8.307082421672702574e+218,2.195964765063422733e+219,1.288860371884308375e+218
6.845085616074722611e+213,4.586394818319890313e+213,-2.487628716139344224e+213,7.219994378097014278e+212
2.825475675592260952e+207,2.740579358906647223e+208,6.999628877485815871e+207,4.529210686265486685e+207
7.021230483112541149e+202,1.967395352396089549e+203,2.599861537006613016e+203,3.191405094199241206e+202
1.108855477303029370e+198,1.646993271409290778e+198,1.074269145145149841e+199,2.533286815928397445e+197
1.441773064712331673e+193,1.401783349343835260e+193,-2.799300719003901195e+193,2.271691601327897305e+192
4.071675300708623419e+188,1.531680585156372263e+188,-1.411011862609022302e+188,2.307527751531108624e+187
