# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
inf,inf,inf,inf
inf,inf,nan,inf
inf,inf,nan,inf
inf,inf,inf,inf
inf,inf,nan,inf
inf,inf,-inf,2.233255004453635290e+305
5.354295259709447178e+296,2.997861798037240093e+296,-1.530512997759530805e+296,4.662335326984297606e+295
1.127803690061610305e+290,2.851745001361739275e+290,7.567552865863199060e+290,4.579077878118215916e+289
1.345948896924459744e+284,1.662954556682957594e+284,1.511858195813465608e+285,2.491772658364212495e+283
1.380868301374069794e+273,4.393551891301091504e+273,2.950907979263426520e+274,6.846894342214636938e+272
2.041652684974018669e+267,6.419484889617109016e+267,-2.418039825937302430e+267,1.056384958499256667e+267
7.045746217641608416e+261,9.755670621140431466e+261,7.653051034224677236e+262,1.481278701248789528e+261
2.042372154667666002e+256,8.366662054324430291e+255,-7.055723470435769441e+255,1.271038290939861380e+255
4.913442325050438907e+245,5.418970907652669057e+245,2.608651666812991321e+246,8.365270333120295884e+244
1.051715637714732815e+240,1.329277928592383679e+240,-2.779372031513334111e+239,2.143000400738430000e+239
1.245926669444156429e+235,3.777398614969745981e+234,-3.333690672319862121e+234,5.558534210428391146e+233
3.216803479588335606e+229,9.504409674811607279e+228,3.531657459645434711e+229,1.343750873471883095e+228
5.462715241264497701e+222,1.246955604754885057e+223,-1.722183798057071270e+223,2.058499845793694383e+222
5.364833898464043990e+213,3.594591147324179005e+213,-1.949676560744986739e+213,5.658677683684429935e+212
1.816761751393755942e+207,1.762156704094906672e+208,4.500744751639449076e+207,2.912223053134287331e+207
3.560181167846256316e+202,9.975791800037405607e+202,1.318317040069718414e+203,1.618219709130366429e+202
4.167841357163606151e+197,6.190487055513311021e+197,4.037737487099857895e+198,9.521769999977398043e+196
3.594947985492220939e+192,3.495054574275999306e+192,-6.979349128983701220e+192,5.663976352522483805e+191
5.185106031293038329e+187,1.950629662776317452e+187,-1.796393259985978856e+187,2.938698071936694613e+186
1.453664285649261825e+181,1.668058043175981534e+181,4.805337909387074378e+181,2.621392841587349727e+180
2.282066010861327937e+173,2.702254450483511095e+173,1.755400153686186794e+174,4.128167986784574459e+172
1.541229879334187236e+168,3.832180239576707624e+168,1.019228727056815968e+169,6.136547873772023300e+167
1.591004313911186129e+163,6.577600118354815587e+163,4.309156330212174234e+164,1.028281463024623997e+163
3.491795387364509732e+159,1.237317029800248469e+159,-8.291030397987153248e+159,1.936079414996473862e+158
4.656791245898792826e+154,2.603545212151423619e+154,-3.251595291500197487e+154,4.070227548656705934e+153
4.951160346436197279e+146,6.193251377255627497e+149,6.866319110091412367e+150,9.438513430586413381e+148
3.109102625477112639e+145,1.565059349959594803e+145,4.255403542723257085e+145,2.354136220285894564e+144
3.643813833614111785e+140,3.734105032612013911e+140,2.501951341177002184e+140,5.938757234857881834e+139
9.607521090549189165e+135,8.028601484079496287e+135,4.913794708363289829e+136,1.214045185782808444e+135
1.411531689020197956e+129,4.111617050936492582e+128,-8.359331970457980821e+128,6.067825339493396505e+127
7.146331922623972012e+124,2.734380140452647114e+124,2.078280153051811433e+124,4.075065652545341475e+123
9.463575606275311196e+119,2.076258815911289565e+120,1.725949124887728721e+121,3.178320837903864721e+119
5.664627032508762387e+115,1.844633562896554205e+116,1.164153436196208580e+117,2.881215117771618579e+115
1.520478206765547495e+112,1.973230058927077951e+112,1.164676369171333659e+113,3.037885998786016872e+111
3.636774385846849876e+108,2.565498441836895805e+108,2.548186137865271412e+109,3.727669959208918030e+107
1.542158184576831691e+104,3.293647679907650578e+104,3.870434824721788024e+104,5.325675787950496165e+103
4.223808960504451631e+100,5.728640462386161485e+100,3.073645998192702257e+101,8.862011210405549575e+99
2.879885864528584808e+97,1.169000235380572222e+97,3.761703144107621511e+97,1.717932086575785779e+96
1.079646883571811800e+93,2.361619318854413182e+93,-2.104149046610974863e+93,3.880047022064281075e+92
3.400622781176362430e+88,6.531091158449499207e+89,4.887434567168241225e+90,1.020962714930285507e+89
5.151119014205091976e+86,2.081409202454763522e+86,9.112740789642157468e+85,3.129321157983346823e+85
3.988466262858562369e+81,6.825161532932515223e+82,1.129050372755051678e+83,1.116916544747635099e+82
1.320205680177560905e+78,2.986047677262947163e+79,2.503364323287704786e+80,4.639996619657139259e+78
4.757184345684766371e+75,1.453488491459864439e+76,1.130147228226111245e+77,2.242146918353083657e+75
7.801875864576313373e+72,8.262385650767418721e+72,5.228130133364588567e+73,1.259221423449945887e+72
6.599822821630257738e+69,5.381787232598528103e+69,2.553385816314704636e+70,8.210735250687947626e+68
7.359092496479413525e+66,4.199108070143510881e+66,2.596477900696874452e+67,6.207933795142555976e+65
