# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
1.350212762419231144e-16,3.069539313320289818e-16,6.020130131762642004e-18,4.838601021612941085e-17
2.666254462765951016e-16,3.042864364548881914e-16,-3.262861646083889787e-19,4.791877058445246036e-17
1.204090386012690955e-16,2.970391000355220172e-16,8.347167609559079479e-19,4.747392251389084245e-17
1.290347950382115326e-16,2.957518434615284439e-16,2.387635167965351095e-18,4.704671770548842443e-17
2.609280891527145621e-22,2.941867212600619234e-16,1.022638843468379460e-17,4.663257101929383650e-17
8.255394894081982923e-17,2.925261914311273330e-16,7.175972549761843301e-18,4.622704679618068212e-17
1.116548605296655278e-17,2.912973580141119452e-16,1.244832333875333072e-17,4.582584944940124254e-17
9.046106843390500946e-18,2.796947449144371373e-16,2.818150121006333543e-19,4.542486904414188042e-17
1.730950029114349706e-16,2.866410626482886584e-16,4.594703261138136904e-18,4.502222090041570739e-17
9.610446864987490955e-17,2.770592938649224287e-16,-9.402585509801829495e-19,4.461885802318250618e-17
9.776621834409216309e-17,2.777470569740047695e-16,2.948474365632397832e-18,4.421589651062903016e-17
3.627799964699493110e-16,2.812567571922854777e-16,-2.289827485419012034e-18,4.381441720320814044e-17
6.543406914085586976e-17,2.734127011278333974e-16,5.354966426421273004e-18,4.341546575868446261e-17
1.925391545029168509e-16,2.775665416299140547e-16,8.212396797830879202e-18,4.302005298448491889e-17
2.360509453359414822e-16,2.679003390637692405e-16,-3.987048587543945135e-18,4.262915541408953816e-17
1.411964445509936413e-16,2.622037319396030927e-16,-3.829289542792708744e-18,4.224371611440699439e-17
1.506476026031437165e-16,2.671871423609213875e-16,5.918595250844639542e-18,4.186464571146049193e-17
3.866449918563824842e-16,2.671284202641780811e-16,-3.014552958595378098e-18,4.149282362222296103e-17
1.871835698498747799e-16,2.599312029371741370e-16,1.991775850838426676e-19,4.112909948108903238e-17
4.816202886900658335e-17,2.516454403280999112e-16,-3.806033084651104198e-18,4.077429475027325963e-17
1.838972672585046694e-16,2.520624609851736239e-16,-4.574130236942831741e-18,4.042920450430258516e-17
1.175452287731312292e-16,2.512552621977769638e-16,3.931410746024722555e-19,4.009459937979232321e-17
2.082347987281125190e-16,2.562617648538954411e-16,5.583020713582096633e-18,3.977122768279391637e-17
2.828752415009063246e-16,2.522277754388982112e-16,-1.262270639791104137e-18,3.945981764723025074e-17
1.708314198460305824e-17,2.456323412700725975e-16,5.792065342037317588e-18,3.916107983921008789e-17
2.555521732275501766e-16,2.492857074221087496e-16,1.120684774547930098e-18,3.887541973676545584e-17
1.670390377219532627e-16,2.451712377477987350e-16,2.314339428652617560e-18,3.860168196110935728e-17
