# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
2.623193505843501498e-21,1.473030918040491495e-22,-3.529713535383068289e-20,1.091073782106657421e-21
3.152740284289020040e-20,5.414456022668008339e-22,-1.956523326553685852e-19,4.520778504789599465e-21
4.750852802919401818e-20,1.994654493959283130e-21,-6.064467941335669485e-19,1.181748224603960482e-20
1.531888229983209986e-19,3.684448391251432359e-21,-1.351420877383188282e-18,2.141207298819003586e-20
1.248516196591034076e-19,6.189211376963191894e-21,-2.150423095219530361e-18,2.948871375220562407e-20
1.978521960741809495e-19,7.010905783705364080e-21,-2.594000101417928805e-18,3.383539997441087411e-20
1.465016148351939316e-19,7.164668296422112393e-21,-2.437591141625657204e-18,3.546067574671708652e-20
1.727489159891777045e-19,5.957901765667100876e-21,-1.823572856373481035e-18,3.714931708086506811e-20
3.912303206245115590e-19,6.228706940646681200e-21,-2.580065334205657579e-18,4.021201480108419722e-20
4.446183149091887575e-19,5.642317328732159729e-21,-2.556751885541652991e-18,3.943764653143283011e-20
4.896570311947347813e-19,5.315917996695778729e-21,-2.631848755198211853e-18,3.828705366190485918e-20
4.050607835300606963e-19,4.932835144067554338e-21,-2.219412522206652859e-18,3.796139329851209449e-20
3.544978289985169829e-19,4.679013050230632847e-21,-1.954449427544297092e-18,3.879118618627104542e-20
8.854130115859931412e-20,5.886962919961521244e-21,-1.510806066767935589e-18,3.797495742393072691e-20
3.053117391429943587e-20,6.029578120054958237e-21,-1.368101583661119607e-18,3.852637958963360619e-20
6.551628052756546967e-20,5.681643101578333930e-21,-1.369828731177947559e-18,3.834497191827330938e-20
1.134403393977602864e-19,4.403176156660308033e-21,-1.059931643928243648e-18,3.870446560119328407e-20
1.960911921888650011e-19,2.022746883988694403e-21,-7.782107701304868997e-19,3.813865095647512562e-20
2.523804680300866674e-19,2.629247077186071254e-21,-4.264846046533402964e-19,3.781050897031928021e-20
4.457979543278307177e-19,5.882375023936302570e-21,-8.711100992186190422e-21,3.803702214251046192e-20
2.154901709343333838e-19,6.058644093184241943e-21,6.681834668725382652e-19,3.779608178246127255e-20
2.187705208584500161e-19,6.388797017767540182e-21,7.882357937612491030e-19,3.842506108866726933e-20
3.988675749548467652e-19,7.248701917401156456e-21,6.686224118889018192e-19,3.843978641668753711e-20
2.158272201917511954e-19,6.790065898483877101e-21,9.573637020583547385e-19,3.838983889328994616e-20
1.509353730658497227e-19,6.294883158441294558e-21,9.346596559791241413e-19,3.821281060625815544e-20
2.541949000485812640e-19,5.886416249260376472e-21,5.008731748481790460e-19,3.761607163811637017e-20
1.727513259522015455e-19,6.263026778353480186e-21,8.800754182230580683e-19,3.759883576984288012e-20
1.964241566874413788e-19,6.957501102400359051e-21,1.150907991162647159e-18,3.729372301708251401e-20
1.884892978616620471e-19,6.756214286116334140e-21,1.051970028789821625e-18,3.749450832606379861e-20
7.071850080733530007e-20,6.803036740407730036e-21,1.418738674779261313e-18,3.798144020481920463e-20
1.439661567607711590e-19,6.570234985097060246e-21,1.100885661832501283e-18,3.783053905141957337e-20
1.550243838469053644e-19,5.953482332397236501e-21,7.918771798692009042e-19,3.762413431145157590e-20
1.328994646636507266e-19,6.448018126003823162e-21,1.076008407806751017e-18,3.770384212612695676e-20
2.598850717206938890e-19,6.658921914336414118e-21,7.829053536576540798e-19,3.800882338937169256e-20
1.839427519402760444e-19,7.343725112971057755e-21,1.372324341048690484e-18,3.768256827646603548e-20
4.652081407349971155e-19,7.811253983437941932e-21,8.624737589355934327e-19,3.705506877996326307e-20
1.184545098358478246e-19,6.414194274753888329e-21,1.106667800609542014e-18,3.762148182001121166e-20
7.580301517182884956e-20,6.998897778241592061e-21,1.546267177122366217e-18,3.712139607497437563e-20
8.746248920294993933e-20,6.276383075529003058e-21,1.150194751054665347e-18,3.736015809774452042e-20
8.872260411680370887e-20,5.971104403644047066e-21,9.871444502231312666e-19,3.819840477032462273e-20
1.379707672667923991e-19,6.784587622096275127e-21,1.195217801303386205e-18,3.826124846876552488e-20
1.856349727600528330e-19,6.869571319335487236e-21,1.100978530985301238e-18,3.793350852029628751e-20
1.338845980481050325e-19,6.645495145736874415e-21,1.177659067552738217e-18,3.728712368675284842e-20
1.489695117921800628e-19,6.454700737632814404e-21,1.063637082563050847e-18,3.709028385030744065e-20
1.052946221880405850e-19,6.582494277840854351e-21,1.256097776066697727e-18,3.717483675541916386e-20
2.602417024863806520e-19,7.003059921891892676e-21,9.742524359128373781e-19,3.768647175735188313e-20
1.779953093736018947e-19,7.989593098677467712e-21,1.744244394838891915e-18,3.741718965867393270e-20
1.225994897550111397e-19,7.278046616983661773e-21,1.536198689143893609e-18,3.725533243995344698e-20
1.645903015444379441e-19,6.750138049042282247e-21,1.151436240287789240e-18,3.713884560660356735e-20
2.431638338734713988e-19,7.093611636535558845e-21,1.132662878548298827e-18,3.639377698648085633e-20
