# Resampled Count, Count Uncertainty, Sky Count
nan,nan,nan
6.252644742280276446e+00,2.601030185713871234e-01,-4.618930439363281693e+01
1.252833596991229115e+01,2.297827725597698101e-01,-4.523249469245344301e+01
5.781739547498199627e+00,3.152503700304545853e-01,-6.250498920525923552e+01
5.136004841561457646e+00,3.128845405765674492e-01,-6.099118480665813991e+01
2.497951918921031744e+00,3.718318762984599846e-01,-7.959976497794298211e+01
6.128831082959384169e+00,3.719144130449298369e-01,-8.221562340857391860e+01
1.053161610922210834e+01,3.304905482596144362e-01,-7.351944364991186376e+01
1.648089239008937668e+00,2.577425125177997822e-01,-3.877383654323634943e+01
4.362694888786426084e+00,2.554954665603353936e-01,-4.169942545669989897e+01
1.446282674915461008e+01,2.503997459835611838e-01,-5.385779452685073920e+01
5.251129069296757379e+00,2.987283885668146621e-01,-5.707783579924608830e+01
1.038087630795489424e+01,2.887332454067836340e-01,-6.060127716545122212e+01
1.853584583967663235e+01,2.506444890447090401e-01,-5.946058313267116802e+01
8.303847713598484503e+00,2.807581270102640913e-01,-5.463066515420123181e+01
6.843590769703983057e+00,2.731264739423271970e-01,-5.020574658316763106e+01
1.325517260176374101e+01,2.167927305639926194e-01,-4.397744778921912001e+01
1.355299086887619531e+01,1.491628932271421015e-01,-3.225779658809321404e+01
1.534418936317854332e+01,9.261566693381169391e-02,-2.249074889456903037e+01
1.409336068149485577e+01,1.434168019680732986e-01,-5.522782618925998754e+00
2.391094777714047126e+01,2.002165945714221018e-01,-2.528947872988539292e+00
2.124094288114230267e+01,2.103429847289694510e-01,3.775315061778482306e+00
1.884849905341164700e+01,2.223865111572660980e-01,6.907742782732442244e+00
2.071706671201906147e+01,2.406113285009008895e-01,7.858473256357416226e+00
1.429010399058368819e+01,2.631498673495284435e-01,2.169684753624555285e+01
7.763201354058404391e+00,2.539796102697746694e-01,2.674852769189880775e+01
1.180170944713915837e+01,2.409656742115603434e-01,1.794148992352556959e+01
9.065973187084239271e+00,2.576109654026974560e-01,2.601461742044270764e+01
9.086248073152260574e+00,2.708740755182178495e-01,2.972515274591368239e+01
9.924166165383237370e+00,2.475327011898667828e-01,2.242268737196293671e+01
1.033875730217796551e+01,2.324849372643437162e-01,1.778704615103331932e+01
9.043999823362128154e+00,2.456324984202312711e-01,2.267376794225416248e+01
7.301928362001886441e+00,2.600074812945615821e-01,2.869472091434811389e+01
9.340545857448582012e+00,2.528846200835546676e-01,2.434647974278407645e+01
6.643173676208029121e+00,2.725411861211974873e-01,3.389458840689290753e+01
1.547391067317990254e+00,3.027304674914526594e-01,4.904498628552959616e+01
7.317873201258340288e+00,2.865514377023991588e-01,3.722845313156706482e+01
9.281924022146451847e+00,2.506109779182935648e-01,2.418074382095724673e+01
1.141149959027007910e+01,2.757904110251921392e-01,2.907617875908928085e+01
1.136995503229173110e+01,2.877431267439277685e-01,3.154244207937286859e+01
4.777490274185261399e+00,2.900891185076320267e-01,4.076022861298665845e+01
6.731352526522619506e+00,2.622402022688229417e-01,2.984189412662069074e+01
1.076722088266231125e+01,2.334599856050506572e-01,1.737439129870134380e+01
1.556586827735433687e+01,2.641979665602188776e-01,1.994219667126742479e+01
9.889625260365349391e+00,2.896800377775894941e-01,3.392075096461901040e+01
6.702564493750359453e+00,2.761621170203646392e-01,3.379583401498952355e+01
6.698964043272846780e+00,2.635415262350285226e-01,2.987885914090407269e+01
1.329556241354282520e+01,2.977946883637700437e-01,3.311213912984465679e+01
5.144470441462875243e+00,3.088339512207276538e-01,4.683445406120011967e+01
1.142182651476810484e+01,2.805850403074087729e-01,3.021519981611413996e+01
1.132049764173786954e+01,3.010649301238940145e-01,3.702530449302228988e+01
2.145800750427535064e+01,2.932603858670634889e-01,2.213012657079401535e+01
6.617268118129425503e+00,2.935522622665446835e-01,4.011134320368961426e+01
9.329163648269236830e+00,3.158170499248405538e-01,4.332344498183572767e+01
1.252974443757665313e+01,2.904758027366735607e-01,3.100809032302023382e+01
8.425112943597961035e+00,2.586167086085321420e-01,2.721243506079322216e+01
1.126974642134110560e+01,2.950110943235478289e-01,3.506747171389883277e+01
9.158726236397336962e+00,2.682209486875250515e-01,2.859509589031632970e+01
1.915381435564310308e+01,2.547151865217653355e-01,1.329180159724085009e+01
7.411959025908890553e+00,2.722392948583678973e-01,3.252275372357195238e+01
5.727636834283261535e+00,3.063059144401218403e-01,4.538215695322771381e+01
1.399411075360081824e+01,3.051082700859377161e-01,3.421645916005130061e+01
5.809280967845353416e+00,3.014707467095557591e-01,4.382674368995036929e+01
1.798809403584242617e+01,2.816624171625258799e-01,2.282362778052691965e+01
6.768644513655153183e+00,3.103323465326516817e-01,4.464289278415979112e+01
1.695741056811552028e+01,2.770538728925164840e-01,2.252906168329074532e+01
9.815130442009330380e+00,2.519202243862420088e-01,2.349997795877772333e+01
1.245285111429330271e+01,2.772207127531575166e-01,2.699729263870149154e+01
3.610109956960986466e+00,2.816729081071940866e-01,3.990804526247693218e+01
5.575173629287004218e+00,2.826819657156892096e-01,3.804167086123561603e+01
