# Resampled Count, Count Uncertainty, Sky Count
nan,nan,nan
4.959363202817052674e+00,6.331440295916033634e+00,-1.937311141241584989e-03
2.604928590414191891e+00,6.266681702863846404e+00,2.860915173874217093e-02
1.467932147727432524e+00,6.296692999709938121e+00,1.290884529621279531e-01
1.065695254115424984e+00,6.320199659265369085e+00,1.810671545758131273e-01
6.626118983529205586e-01,6.348850907562235690e+00,2.400190958798377461e-01
2.053955663666851839e-01,6.185299252537868497e+00,4.348700442407202327e-02
3.605270773986926969e+00,6.345648430048684396e+00,8.625340771082681823e-02
2.168253862180772540e+00,6.227569039160264275e+00,9.470860896096621167e-04
4.521115130236110780e+00,6.334010411742796443e+00,2.140869667518280339e-02
4.825989486322704636e+00,6.357217205692354156e+00,3.729169644979784398e-02
3.403794092097542912e+00,6.396265083525806361e+00,1.665056830180536296e-01
5.290491869984407458e+00,6.323397858522293191e+00,-2.740916099898253744e-02
3.577275108580956431e+00,6.219145142493466061e+00,-8.547119767580210747e-02
4.462625175032579605e+00,6.390593383462468857e+00,1.090387510856424408e-01
7.992157318788881248e+00,6.405100291349747010e+00,-5.109396432590043030e-02
3.186539412742414257e+00,6.259868370232727131e+00,-3.491583554483183860e-02
2.970293727633056768e+00,6.205137301151336437e+00,-1.038611176654049006e-01
3.485826484259816116e+00,6.255629509058913129e+00,-3.232840357141641974e-02
4.735647790801156276e+00,6.405009426059992350e+00,1.120341828038548398e-01
6.768522515607768852e+00,6.392775035686651286e+00,-1.021234701464243319e-02
1.403508781104119363e+00,6.294433804558907219e+00,1.291366836282001884e-01
5.940673819287645152e+00,6.395204853283576796e+00,3.759797181941672284e-02
2.572310672376745710e+00,6.325632808266447249e+00,1.131396302360662409e-01
7.441536915465873037e+00,6.480571230258995286e+00,8.107839435419829377e-02
4.913101492011171523e+00,6.358695800562032652e+00,3.835924452806834667e-02
4.060941434536055716e+00,6.321033694529464952e+00,2.622449276102224378e-02
3.020821331469848214e+00,6.205571174638599530e+00,-8.599112709254871922e-02
3.673011181054198215e-01,6.197846255112679614e+00,-8.323322283278497546e-02
1.292079535452346661e+00,6.213015852133097816e+00,1.105723916920954043e-02
1.813050546256788742e+00,6.332582965768885686e+00,1.561493710153358250e-01
1.088819342947343616e+00,6.213603490098682514e+00,3.232522435312529252e-02
8.015891813548284617e+00,6.386307687275627920e+00,-7.871944483038390006e-02
1.051568767393093928e+01,6.537191710653436516e+00,5.383461117769937007e-03
7.123537374434661729e+00,6.496444110358814861e+00,1.162576510775815419e-01
1.986417954564843047e-01,6.360615771457229783e+00,2.780774741566659491e-01
1.214791072347743972e+00,6.327222434844768983e+00,1.810065072826983756e-01
3.572303208228822413e+00,6.282630397087316965e+00,2.608500281275882068e-03
6.392981223618775521e-01,6.242614069510873165e+00,9.590648474538125690e-02
7.667612078832447553e-01,6.229100981501963119e+00,5.475335213044567328e-02
1.501513011496738992e+00,6.267629225078555244e+00,7.539176158588020704e-02
3.394541525374917601e+00,6.335452026498350264e+00,8.489007264478537484e-02
1.131746468196842059e+01,6.479057566427671055e+00,-1.130399332835819864e-01
1.020309412572681484e+00,6.291755866739236147e+00,1.501090342598890848e-01
4.814499327111493976e+00,6.420595631417748805e+00,1.245862692304535585e-01
3.135147267086344502e+00,6.268943569283769612e+00,4.581307245555085554e-03
1.255274159238442344e+01,6.519790368314049012e+00,-1.165276446342106698e-01
9.174287687848060813e+00,6.521379725497735258e+00,5.409302983696710060e-02
7.922001323589854316e+00,6.457765373144876975e+00,2.593683636983920918e-02
5.538143629470613227e+00,6.322431183184805903e+00,-3.914608099399089630e-02
2.438147289003180784e+00,6.197901323956764408e+00,-6.414890669665172795e-02
3.671099847061145116e+00,6.381938122192606144e+00,1.421082160985852882e-01
2.166001694114868759e+00,6.196492681908112310e+00,-4.475968280537650362e-02
3.424026488602822660e+00,6.257120383859067658e+00,-3.434885442050631538e-02
3.616552622089619362e+00,6.312988796584080298e+00,4.277529210012754463e-02
1.412729436113822956e+00,6.271283237771331898e+00,9.457586874172868585e-02
3.362845071363450344e+00,6.399024821606057678e+00,1.685089439264053635e-01
6.274165974816687807e-01,6.251448098048293822e+00,1.092948512326756688e-01
2.183813184763618409e+00,6.438839738176999283e+00,2.850467830357109045e-01
1.090761909077368408e+01,6.431107531721465875e+00,-1.565033158940536129e-01
7.094422332395714292e+00,6.392008834056142064e+00,-2.002009097905105978e-02
7.478146524777806725e+00,6.413629827888352786e+00,-1.510328228446830047e-02
5.957036275168804629e+00,6.429444162953287467e+00,8.131257629780999641e-02
6.123761480713515226e+00,6.437839019328503554e+00,8.677579142927306644e-02
1.295494105940314178e+01,6.557518998370047925e+00,-9.055239292088981817e-02
4.639493413571489810e+00,6.445943448965263833e+00,1.696964956979681582e-01
3.381860776090653609e+00,6.376759537183628090e+00,1.380763196082457345e-01
7.846764271112051325e+00,6.384687455748987439e+00,-7.624896836360403607e-02
1.175940621456184332e-01,6.251901042747737058e+00,1.360263170921872933e-01
1.593267884942388468e+00,6.236989454504279884e+00,4.062678806808469462e-02
4.580982888930218877e+00,6.286056873617928531e+00,-4.862458168011380560e-02
