# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
9.093971817544050588e-15,1.161911013167164316e-14,-3.496061427232786650e-18,1.835180605495623422e-15
4.826176048692269565e-15,1.160875199440465968e-14,5.310958462552492656e-17,1.852439988481911128e-15
2.734279409374721668e-15,1.177403331760037145e-14,2.420260168844258402e-16,1.869862109742902334e-15
2.018148964166764146e-15,1.192912436179877727e-14,3.415144348168568610e-16,1.887448514135551038e-15
1.257606787889040092e-15,1.209592458911682318e-14,4.576470329407009838e-16,1.905200761284222696e-15
3.949151141981611572e-16,1.189469335404742068e-14,8.312203609629798223e-17,1.923120425722637907e-15
7.003313504630084939e-15,1.233037987071886589e-14,1.674071012342324178e-16,1.943161018463741132e-15
4.253433240555234603e-15,1.221625266358260704e-14,2.126587362744556760e-18,1.961605182466052178e-15
8.975632294447353879e-15,1.254230378765892393e-14,4.192973878905928480e-17,1.980067840925147514e-15
9.617663571344612150e-15,1.270569580400008855e-14,7.526274399699200502e-17,1.998704720501054327e-15
6.878668550641320718e-15,1.290517253794360701e-14,3.361888048509734901e-16,2.017517476104713076e-15
1.077732439792837056e-14,1.287714437568390142e-14,-5.667527856426455176e-17,2.036507778473202749e-15
7.351703841640785744e-15,1.278702643327023599e-14,-1.756296053849468194e-16,2.056082616778222244e-15
9.282648430980802363e-15,1.327491665105425400e-14,2.260241151777946750e-16,2.077239458467021892e-15
1.674126794681442224e-14,1.342983152396406832e-14,-1.068621685984265439e-16,2.096804911609987381e-15
6.730172784122588427e-15,1.324872692906829136e-14,-7.431833061890353255e-17,2.116555122983677751e-15
6.360919483485442403e-15,1.325750420359025882e-14,-2.219860857334143856e-16,2.136491848555049589e-15
7.511058650674251706e-15,1.349112496766089853e-14,-6.922319780121067055e-17,2.156616861089509305e-15
1.031626916196361842e-14,1.394381350633880486e-14,2.442923618939729827e-16,2.176931950312437926e-15
1.487624946853603547e-14,1.405146874497313826e-14,-2.260331002016507071e-17,2.198048087624911234e-15
3.131570335940087968e-15,1.397687349169103421e-14,2.864489310195696329e-16,2.220458338235647995e-15
1.330683800699653069e-14,1.433390657213366608e-14,8.438971372452407372e-17,2.241388460638875376e-15
5.800172008432412854e-15,1.431155924629158650e-14,2.565779934228230323e-16,2.262516376191402616e-15
1.706216045377413092e-14,1.480234349865891280e-14,1.841820526997792878e-16,2.283843965856802070e-15
1.126524277168177445e-14,1.465720247744109572e-14,8.880222567253953342e-17,2.305373128599683991e-15
9.467874950792054661e-15,1.471023386141391337e-14,6.084520840740005576e-17,2.327105781558866489e-15
