# ADU, ADU Uncertainty, Sky ADU
2.334026908814246237e-02,6.147692701429517292e+00,1.244188166139773982e-01
4.595781145422438152e-02,6.147732740224875592e+00,-6.809151416632014744e-03
2.115432099510431221e-02,6.146948714485322540e+00,1.758263730391501287e-02
2.280433016574300725e-02,6.147197432927781868e+00,5.075030277163866677e-02
4.669767437883143013e-08,6.147388599927850805e+00,2.192971181119889867e-01
1.471267879548928369e-02,6.147549845343784014e+00,1.552332032241074966e-01
2.023304280252010909e-03,6.147801848123804369e+00,2.716441372788558350e-01
1.655385452265196750e-03,6.146111982616618619e+00,6.203980727534469733e-03
3.198205168307623886e-02,6.147890943319073820e+00,1.020541228141793461e-01
1.760638828158455141e-02,6.146538655125441508e+00,-2.107312003574038708e-02
1.823072460814533294e-02,6.147155790787852681e+00,6.668358211223006371e-02
6.883302011020597799e-02,6.148355668058456125e+00,-5.226196379148341509e-02
1.247389660700029719e-02,6.147296814900238715e+00,1.233423696566035566e-01
3.692247687587969784e-02,6.148624321872527609e+00,1.908969475419442507e-01
4.602638752246072246e-02,6.147190235352533172e+00,-9.352867887751228904e-02
2.732798168096990318e-02,6.146516450447619739e+00,-9.064755412194312745e-02
2.993318705576922950e-02,6.148029126842962100e+00,1.413745452818777337e-01
7.751544768678930719e-02,6.148526032654131335e+00,-7.265239372576290378e-02
3.759701085566374140e-02,6.147484918758942207e+00,4.842741212348293696e-03
9.901062122435111065e-03,6.146236587306731280e+00,-9.334393416150003897e-02
3.757545927056579055e-02,6.146759337966680725e+00,-1.131392589348632904e-01
2.441700434040191062e-02,6.147040686660054654e+00,9.805337394158260625e-03
4.336778889141901239e-02,6.148558457313999526e+00,1.403783850503930730e-01
5.702523483000378202e-02,6.148023233130964549e+00,-3.198876008692617262e-02
3.623292851599423971e-03,6.147089146505449797e+00,1.479036166984855072e-01
5.474422845713291380e-02,6.148301620779129451e+00,2.882759291440062724e-02
3.627312155026052309e-02,6.147777697274548814e+00,5.995436755798053824e-02
3.808336138909052038e-09,6.147223463067801319e+00,1.910962725053501066e-01
1.143305782791303044e-01,6.150344674978668102e+00,-1.688461241838174962e-02
2.333543716165609172e-04,6.146497260086331238e+00,6.783995212749482917e-02
4.358161303663535269e-02,6.147807950402770949e+00,1.412423049716094066e-02
2.341402356390897069e-02,6.146375477573139179e+00,-9.769681288791982887e-02
2.238808186774356949e-03,6.146520907192766003e+00,-8.743032347120657799e-02
8.244188721917991916e-03,6.146093660645996160e+00,-5.758563702370060600e-02
1.794501445053703001e-02,6.148005615992620854e+00,2.045409705563762948e-01
1.027834976249295679e-02,6.146959836493257612e+00,7.810757974527937630e-02
7.661148450627174901e-03,6.146228201943767289e+00,-1.286474799693205530e-02
1.039508955956690156e-01,6.149295020411184254e+00,-1.185017359426960848e-01
8.057358561681683684e-02,6.149399176326796557e+00,4.819126706817285222e-02
5.527667006409012207e-02,6.148957460983751844e+00,1.270977874906721317e-01
6.188754508337126602e-04,6.147859819990934227e+00,2.863755492437498051e-01
8.798419036110633829e-04,6.147535625929355874e+00,2.327743114172897143e-01
4.315731118035007891e-02,6.147653856730723732e+00,-3.891977196751705229e-03
3.448630745147117892e-03,6.146268138837831074e+00,1.541310633236767612e-02
7.535355731045498100e-03,6.147531191226320857e+00,1.925744778630723020e-01
5.529758215280568615e-03,6.146126326030429077e+00,-4.853213973016927418e-02
1.545161118904054588e-02,6.147465966092916290e+00,1.314513593612879339e-01
3.140294480457316018e-02,6.147673411247853714e+00,7.361712487257207616e-02
1.023351317174109737e-01,6.149041752386542825e+00,-1.406903730362411009e-01
1.726745501929466159e-04,6.146929768411205863e+00,1.497417142481329289e-01
5.451639290918872116e-02,6.149102366640196493e+00,1.521488314150050702e-01
1.007490262786351861e-04,6.146398637846318458e+00,4.919727691737781766e-02
6.874243424247634959e-02,6.148185317669339511e+00,-6.744752713683700718e-02
1.383621742525331655e-01,6.150291909597817686e+00,-1.662181825479490394e-01
3.505471296817272431e-02,6.148559485734825358e+00,1.943737659115535588e-01
7.797674764740608611e-02,6.148765234624817388e+00,-3.805629599250773265e-02
3.990077192777403275e-02,6.147282764761648366e+00,-3.935670707502562232e-02
1.829743901784379456e-02,6.146280287670021991e+00,-8.302993741529630933e-02
3.234419465662111137e-02,6.148333720381074841e+00,1.798912173428801331e-01
2.135586131220906098e-02,6.146597830533498730e+00,-3.481745861781854884e-02
1.002913686793128339e-02,6.146079654261638048e+00,-6.934909880563389084e-02
