# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
8.560871366571331488e-20,4.911030678104682913e-21,-1.171333183321067474e-18,3.632929582443828612e-20
2.698276255897167120e-19,4.647061102266059314e-21,-1.677928848191760937e-18,3.874779649865046928e-20
1.657066928802797676e-19,6.872388291868996744e-21,-2.096335684409487929e-18,4.070854250286845849e-20
2.781479497212366997e-19,6.824433723495788732e-21,-2.497940804775419919e-18,3.938959032956534543e-20
1.658641255983795309e-19,8.069682747903284960e-21,-2.812494715133818745e-18,3.846991252170991707e-20
2.197981350470536087e-19,7.924134554441669737e-21,-2.918316938459605977e-18,3.828068668846968228e-20
1.620256860948983874e-19,7.783353997360804835e-21,-2.631643413597604129e-18,3.905449846181616740e-20
1.932377464485196022e-19,6.138394914369830435e-21,-1.927876053085709111e-18,3.836488300375801998e-20
3.813759701651349312e-19,5.950297481926605118e-21,-2.483020167142608743e-18,3.867713192533197680e-20
4.428102093379545877e-19,5.522546815422839741e-21,-2.526942218122963394e-18,3.870261524594830924e-20
4.884405836429591486e-19,5.363333127848907287e-21,-2.630623618349407904e-18,3.887677749656949729e-20
4.093256122106414632e-19,4.988054611962172645e-21,-2.235415566819952418e-18,3.879466042420604845e-20
3.158881591089536824e-19,4.780886885833529256e-21,-1.874330252110684384e-18,3.821671483891971288e-20
8.050577279404684000e-20,5.933067278326414814e-21,-1.496759813112216223e-18,3.820453820097627687e-20
3.498492114677545298e-20,5.953933457004514206e-21,-1.363637774577708832e-18,3.824845033017896995e-20
7.155395173509005091e-20,5.481846186285519751e-21,-1.316076077139637256e-18,3.818717375707339144e-20
1.276006349930975056e-19,3.994719291434975698e-21,-1.019384941362688314e-18,3.871696703226736812e-20
2.054258541870381735e-19,2.103793813901469433e-21,-7.335221074834733786e-19,3.874216505246146858e-20
3.008428546692531345e-19,3.317619677063804735e-21,-3.695178453901680590e-19,3.868934776427775494e-20
4.065489032557403162e-19,6.006409406505904142e-21,1.254940175111941678e-19,3.857646493076661416e-20
2.112998254071715944e-19,6.120902033936473657e-21,6.995285239195726314e-19,3.804011597872768935e-20
2.605003467101196157e-19,6.501740625639913325e-21,7.426154824930382905e-19,3.789945586984286433e-20
3.520703790482813019e-19,7.019784623054421619e-21,7.203641541879732116e-19,3.769978010295860207e-20
1.914796418741237584e-19,6.550353739852321856e-21,9.503448106804771482e-19,3.760445665550374530e-20
1.815155796823717457e-19,6.165994563739762338e-21,8.047200160709509268e-19,3.799203809804631616e-20
2.353261483625622998e-19,6.052703331876777904e-21,5.988229617537930716e-19,3.823906508779066066e-20
1.812330881648277355e-19,6.559323101540887410e-21,9.776855115188245996e-19,3.803841758687472291e-20
2.037488631373880711e-19,7.001335246425210021e-21,1.118347850948499769e-18,3.789764489195256904e-20
1.508675722875219039e-19,6.836170320140632763e-21,1.185470793694347641e-18,3.798242965661546127e-20
9.355654089404685615e-20,6.828313934103470344e-21,1.351468287501310932e-18,3.826765810897590953e-20
1.515805828740779677e-19,6.380312332058211411e-21,9.854559612189031980e-19,3.797180375447439512e-20
1.358914578786741230e-19,6.071798781846243585e-21,9.115142813392226848e-19,3.736706271963409810e-20
