# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
8.177443945484067978e-14,5.368369585803334287e-17,3.161056016814875548e-15,3.434413992173475058e-20
8.168403420383071941e-14,5.468001335156105478e-17,2.850894637602977921e-15,3.573425063645128199e-20
8.159432505258298779e-14,5.726192221484076439e-17,1.044803300931800425e-14,3.739437553016252948e-20
8.150240578801424518e-14,6.108131554652021802e-17,2.082747190437324808e-14,4.024755580411186164e-20
8.140828522923053701e-14,5.924602869767026001e-17,1.151565519306941117e-14,3.988113839627258034e-20
8.131229033395190808e-14,5.712109422122823561e-17,4.232688710662199023e-15,3.883615869690369153e-20
8.121467982529928533e-14,5.642077548000768227e-17,2.743156284851810572e-15,3.829934831872759164e-20
8.111467083581509228e-14,5.675517113009277607e-17,2.691858866536709454e-15,3.882568847948986271e-20
8.101233068350937416e-14,5.654568854351789057e-17,2.718490334170426834e-15,3.858689415798028711e-20
8.090750634887455601e-14,5.649112433879733807e-17,2.712019395161353165e-15,3.856237700420878827e-20
8.080004301347334553e-14,5.654269508403323354e-17,2.612371792430989225e-15,3.871199401070529321e-20
8.068964372772784780e-14,5.656625482347100811e-17,2.568735759202680119e-15,3.880463686881689592e-20
8.057579104939593563e-14,5.658074068853208559e-17,2.629799361750620373e-15,3.885058991679526529e-20
8.045876827428683540e-14,5.621010479875557896e-17,2.713478329853249361e-15,3.837647438654336806e-20
8.033943690809406503e-14,5.600858074632228965e-17,2.745821984285234584e-15,3.815921791873609776e-20
8.021785568980198708e-14,5.606603776142344094e-17,2.720688421312405729e-15,3.829579683729872481e-20
8.009384248296997159e-14,5.591920418684042827e-17,2.818241597681967655e-15,3.811538715216602974e-20
7.996725631903697198e-14,5.628338639536467465e-17,2.855790875315983409e-15,3.865606053730868985e-20
7.983801514696437140e-14,5.631037683182813557e-17,2.864590107207472480e-15,3.876618890683236550e-20
7.970645455516010767e-14,5.618700756236961442e-17,2.780027040014447272e-15,3.866545914795110780e-20
