# Resampled Count, Count Uncertainty, Sky Count
2.381030348734678235e+06,1.563110795040161065e+03,9.204062247645326715e+04
2.285975369297531433e+06,1.530219664152057703e+03,7.979336859881111013e+04
2.182371016348749865e+06,1.531290413658384978e+03,2.786589781084212591e+05
2.026530799041990191e+06,1.517780106074407740e+03,5.152421095122332918e+05
2.041436225459910231e+06,1.485432174955293249e+03,2.876036870980682434e+05
2.094032138904338703e+06,1.470768210371950772e+03,1.081538284787371376e+05
2.120560245668988209e+06,1.473166002010768580e+03,7.162616846685420023e+04
2.089505627586809453e+06,1.461905263269575016e+03,6.935347450951026985e+04
2.099749070393061265e+06,1.465509355694661281e+03,7.047405085911747301e+04
2.098233525932931341e+06,1.464978455264622653e+03,7.033992007332935464e+04
2.087223990883635590e+06,1.460602819926635675e+03,6.747773384149983758e+04
2.079461233231241116e+06,1.457745423245872644e+03,6.619539520623270073e+04
2.074063802927101962e+06,1.456394977983016588e+03,6.769978167539705464e+04
2.096637788468403043e+06,1.464727998041207456e+03,7.071650107787954039e+04
2.105418390834389720e+06,1.467776217451133334e+03,7.196232472066252376e+04
2.094732171178547433e+06,1.464042153265814022e+03,7.105222407873471093e+04
2.101460693288538605e+06,1.467139895127194677e+03,7.394010833492509846e+04
2.068691675365953008e+06,1.456006259783553787e+03,7.387678722154637217e+04
2.059476239310400095e+06,1.452564414086936722e+03,7.389344187142765441e+04
2.061438979526219424e+06,1.453157972481947354e+03,7.189976367604942061e+04
2.054600634979189374e+06,1.450255871823181224e+03,6.944903715443883266e+04
2.092604395116692409e+06,1.462999410086542639e+03,6.961963733012828743e+04
2.088352429706997471e+06,1.461615682577071539e+03,6.994160508177522570e+04
2.100735419467101805e+06,1.465790640373307042e+03,6.851707771238846180e+04
2.103874560061623342e+06,1.467440949944356589e+03,7.071723953863595671e+04
2.072975083031242713e+06,1.456562153291265759e+03,7.082964272532424366e+04
2.058988518067843746e+06,1.451763589575001333e+03,7.125922641615090834e+04
2.067778200702415314e+06,1.455230085044744328e+03,7.335430177743658714e+04
2.068226825656854082e+06,1.455951739903580574e+03,7.479865601537762268e+04
2.061318055264919763e+06,1.453256026944922496e+03,7.385415155485516880e+04
2.039185909471172141e+06,1.445719972681746185e+03,7.515904082852946885e+04
2.061848525113994256e+06,1.453422582037504981e+03,7.484651234605890932e+04
2.080215673079309287e+06,1.459742383749088276e+03,7.473673639433589415e+04
2.056641000464546029e+06,1.451840239677480895e+03,7.568352315141128202e+04
2.067515834767202847e+06,1.455537330327669451e+03,7.555653325068854610e+04
2.071120352852749405e+06,1.457360890403421081e+03,7.773085866846686986e+04
2.014795149225729518e+06,1.438413922239520616e+03,7.912572580181463854e+04
2.008846592822612030e+06,1.436054232719139463e+03,7.909516261103373836e+04
1.993714173898203531e+06,1.431363393050731929e+03,8.147585853930516168e+04
2.040312553444661666e+06,1.447342919821158375e+03,7.911152139125076064e+04
2.038253202574831434e+06,1.446274576325898352e+03,7.882831815525348065e+04
2.061398299004899105e+06,1.453956338581489945e+03,7.589985460527727264e+04
2.024284008225903613e+06,1.440966748277318175e+03,7.680602974077865656e+04
2.003515193879756844e+06,1.434617032586239247e+03,7.917656387001679104e+04
2.026757486810824834e+06,1.443606196549662855e+03,8.531772795880056219e+04
2.017717379912146134e+06,1.440209718460324211e+03,8.405779797971538210e+04
2.022976199884632370e+06,1.442411300355865478e+03,8.495100455532649357e+04
2.072846112298891880e+06,1.459155096707111625e+03,8.363370249045373930e+04
2.017158557030982804e+06,1.439009623314706914e+03,7.961765035952356993e+04
1.987112887814822607e+06,1.428184763189228306e+03,7.796628697085959720e+04
2.012793120084190276e+06,1.437067730319957263e+03,7.757583111770726100e+04
2.011697857206677552e+06,1.436418333003520047e+03,7.629890670889230387e+04
2.000200652499358403e+06,1.432816728617191984e+03,7.774369947561816662e+04
1.977170381650828058e+06,1.425516315782430411e+03,8.050765304916065361e+04
1.999957246204320341e+06,1.433268355350069896e+03,7.908764609554733033e+04
2.004356962009831565e+06,1.434168389489301035e+03,7.698624950896020164e+04
1.990746268016757909e+06,1.428707782302823716e+03,7.372835845692589646e+04
1.995836970069142058e+06,1.430367710903413126e+03,7.206710364744249091e+04
1.974701730114204343e+06,1.423372149088599144e+03,7.468500803414190887e+04
