# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
8.177443945484067978e-14,5.368369585803334287e-17,3.161056016814875548e-15,3.434413992173475058e-20
8.168158307198461562e-14,5.470702622426412024e-17,2.842485320383831930e-15,3.577194031270784682e-20
8.158683150051503330e-14,5.748133180337922575e-17,1.110118292038819503e-14,3.753370716824291191e-20
8.148961542799788668e-14,6.162670730886226041e-17,2.230098908348009034e-14,4.065869951915395024e-20
8.138996591578788729e-14,5.870979002684882896e-17,9.086300351735550087e-15,3.970599575372681922e-20
8.128830958531456677e-14,5.663061685530079480e-17,2.734235297160213638e-15,3.856761428021465901e-20
8.118493257924214403e-14,5.633599721884647301e-17,2.746760463595290377e-15,3.819096587169185576e-20
8.107857173361735962e-14,5.697053444336457855e-17,2.663651505512511422e-15,3.915179647465938114e-20
8.096982969844554977e-14,5.627310274944643042e-17,2.753675528757593206e-15,3.822444662907547708e-20
8.085812395053091661e-14,5.666387546733838034e-17,2.679012828651906137e-15,3.883013880636046618e-20
8.074354263196796782e-14,5.642481238043769866e-17,2.547544257595195789e-15,3.859706428736464853e-20
8.062536289997733577e-14,5.673494169095771251e-17,2.594009135049732432e-15,3.905219175962901294e-20
8.050310203807342591e-14,5.635463013829448863e-17,2.682279875658882557e-15,3.855497378658211987e-20
8.037823529338901071e-14,5.594757224085319750e-17,2.770150813781525554e-15,3.805222741209777989e-20
8.025096155551684279e-14,5.614770377916376074e-17,2.690342825781309272e-15,3.840319773194935195e-20
8.012105288402439288e-14,5.582724323111154441e-17,2.809420092482220837e-15,3.798175255177076190e-20
7.998834555511073774e-14,5.627574425741838529e-17,2.852443287536021026e-15,3.863349931704011783e-20
7.985267550192447640e-14,5.632490721704402430e-17,2.873978795534728607e-15,3.877863885377244619e-20
7.971443829837401998e-14,5.618789554002642140e-17,2.785449832702722226e-15,3.866124429859066855e-20
7.957403182706814823e-14,5.617227907967052395e-17,2.690081636909861659e-15,3.873536894287459998e-20
7.943147633817841738e-14,5.553281035643526196e-17,2.642635458553680636e-15,3.795819053211392357e-20
7.928669131572690290e-14,5.549449198836294973e-17,2.656165293599078472e-15,3.796944295945309332e-20
7.913983787163228272e-14,5.520314039896790418e-17,2.574366227285047975e-15,3.765030908092523795e-20
7.899089325749953158e-14,5.509514995126500751e-17,2.668784353629971417e-15,3.754000471424723373e-20
7.884001873087832066e-14,5.549106798879384175e-17,2.700829738734455098e-15,3.816363219072469755e-20
7.868756830996618104e-14,5.551147938134083302e-17,2.731781246147162871e-15,3.825552236920715868e-20
7.853389209971439197e-14,5.521734101866596481e-17,2.809180101142825166e-15,3.790155057107467508e-20
7.837927064210210130e-14,5.520915526175281760e-17,2.849896376124553845e-15,3.793128709949092719e-20
7.822395917149653747e-14,5.517874533565240358e-17,2.777406268152654785e-15,3.800459955094752768e-20
