# Resampled ADU, ADU Uncertainty, Sky ADU
nan,nan,nan
2.484889529084989335e+06,1.598683387672086155e+03,9.880538592825520027e+04
2.385873273062220309e+06,1.610896391042567757e+03,3.540267595585967647e+05
2.195129089563957416e+06,1.584667044713616406e+03,5.714283581059300341e+05
2.262852509925568011e+06,1.549686730776614468e+03,2.239486636818281549e+05
2.288842165199508425e+06,1.531263281053707260e+03,7.899273050676751882e+04
2.296485730536409188e+06,1.533494540267735829e+03,7.756995822746168415e+04
2.335578820166679099e+06,1.545176766957408518e+03,7.173802319049944344e+04
2.287798454088259954e+06,1.530072777670809273e+03,7.167290316496652667e+04
2.319991604459506460e+06,1.539469639434221563e+03,6.856146677793907293e+04
2.326062969198121689e+06,1.542207341759881729e+03,6.969241729831772682e+04
2.224934461435786448e+06,1.510141248686157269e+03,7.465263407590449788e+04
2.221095487591248006e+06,1.509531877582138804e+03,7.881213193835572747e+04
2.232842315494379960e+06,1.512889586731182590e+03,7.808831230786147353e+04
2.286649258133147378e+06,1.530289390674817469e+03,7.835786879457952455e+04
2.343116142620828468e+06,1.549310842102227980e+03,7.927141371466460987e+04
2.260021919496541843e+06,1.521936318743645188e+03,7.770983560521280742e+04
2.198330700282218866e+06,1.501098257471401894e+03,7.589867297185478674e+04
2.235185343549212907e+06,1.513238851905952288e+03,7.345861495829290652e+04
2.226274576687237713e+06,1.510652542005641408e+03,7.364693856700400647e+04
2.204661390806000214e+06,1.503171367078683488e+03,7.435083329756425519e+04
2.196598420574931893e+06,1.500296708062278412e+03,7.483332420613129216e+04
2.184864667623987421e+06,1.496798762007751066e+03,7.540744406539034389e+04
2.233900199656814802e+06,1.512965963331785133e+03,7.684252984937078145e+04
2.268738525596521795e+06,1.524255303426834644e+03,7.680760436631538323e+04
2.213061070941254497e+06,1.505943391184951906e+03,7.750801763470700826e+04
2.127944478490509093e+06,1.477780942592555220e+03,7.819414830242151220e+04
2.156391389250317123e+06,1.487087638281361251e+03,7.620055827329207386e+04
2.201546536415932234e+06,1.502740954028379520e+03,7.821439469109616766e+04
2.180917505085887387e+06,1.495005160784874761e+03,7.616881455069236108e+04
2.117343987565145362e+06,1.474995418993954672e+03,8.096192447302774235e+04
2.181313648096666206e+06,1.496008884509624068e+03,8.039877772365644341e+04
2.104595339374271221e+06,1.471227774090731373e+03,8.257243591298462707e+04
2.129719786342856940e+06,1.479782154819971993e+03,8.247166746278718347e+04
2.153448919404624030e+06,1.487587077729814837e+03,8.191372186321222398e+04
2.204055468409338500e+06,1.503959249191185563e+03,8.030720390410411346e+04
2.159107412214627489e+06,1.488659863776647171e+03,7.919791315705400484e+04
2.267367325833701529e+06,1.524948141690488683e+03,7.804573568245516799e+04
2.114303336054704618e+06,1.473396987178414520e+03,7.820270089400430152e+04
2.177774122976695187e+06,1.494624897174157240e+03,7.883952730685556890e+04
2.164240798852142878e+06,1.491369354362886725e+03,8.253525587291871489e+04
2.157047041547268163e+06,1.489488342943979660e+03,8.609220812179622590e+04
2.092403591575491242e+06,1.467464000624715254e+03,8.641117403636568633e+04
2.107917924555654172e+06,1.473354881272980037e+03,8.824189863914286252e+04
2.154009612786547747e+06,1.488518858197659483e+03,8.743054018573279609e+04
2.202749806421024725e+06,1.504822622483728537e+03,8.479255559843419178e+04
2.145764973371735308e+06,1.485619525156645977e+03,8.484922761992385495e+04
2.136970787675793748e+06,1.482101364799311796e+03,8.391752052030889899e+04
2.223866531846088357e+06,1.510919631829193804e+03,8.402896021646058944e+04
2.224963790389051195e+06,1.511787059355188831e+03,8.623600702201462991e+04
2.147417894083770923e+06,1.485502642896140514e+03,8.356402128222900501e+04
2.130468101914219093e+06,1.479116475749220399e+03,8.052362060289998772e+04
2.163874810205030721e+06,1.489872852589929380e+03,7.619269107532898488e+04
2.173108926132306922e+06,1.493007200718130434e+03,7.602747097012828453e+04
2.124240986307598650e+06,1.475838746920389667e+03,7.569168211974538281e+04
2.119512159236993175e+06,1.475229144115739018e+03,7.767209778911556350e+04
2.154734909985137172e+06,1.487986781985534890e+03,7.988918228930616169e+04
2.139003779360894579e+06,1.482315367241235663e+03,8.170079090501206520e+04
2.157986793678422458e+06,1.488993883306077123e+03,8.432350424826155358e+04
2.081275034341386287e+06,1.462446136380455073e+03,8.244372953587808297e+04
2.206609003263504710e+06,1.505062479931059443e+03,8.425930566784567782e+04
2.150179446202304680e+06,1.486585704284963640e+03,8.396494338926165074e+04
2.088397465584221296e+06,1.465721652404800579e+03,8.399859863949342980e+04
2.090029185744725168e+06,1.465866244451535749e+03,8.378922250231323414e+04
2.099690833666963503e+06,1.468799094740449391e+03,8.185409612451653811e+04
2.130385301895429846e+06,1.478697931963248493e+03,7.969892592803179286e+04
2.110727990854404401e+06,1.552070648700243737e+03,7.491141166088926548e+04
2.094878699819551082e+06,1.466319314418309887e+03,7.582488734566001222e+04
2.082955297720366390e+06,1.461969249108193480e+03,7.697542656411875214e+04
2.067594942023919197e+06,1.457170661376195085e+03,7.682712803945013729e+04
2.102650979968418833e+06,1.469929282412150314e+03,8.031259547748578188e+04
2.128310128113226499e+06,1.478549785359129828e+03,8.001928500927066489e+04
2.047812667054118589e+06,1.450892297296272773e+03,7.993006414136308013e+04
2.078570530893204734e+06,1.460850613952861067e+03,7.905009067736816360e+04
2.041149596595794195e+06,1.467012816444951113e+03,7.845850000593147706e+04
2.098042267439322546e+06,1.529413096681054412e+03,7.854944512336673506e+04
2.170003554799781181e+06,1.492541619934126629e+03,7.775903111097027431e+04
2.178648523349974770e+06,1.494970991066154284e+03,7.693020144232653547e+04
2.075720868532362860e+06,1.459763854271230230e+03,7.520916071199085854e+04
2.057105442001465010e+06,1.452707492707391566e+03,7.445309121018723818e+04
2.034167497196046868e+06,1.445206746490747946e+03,7.429331242778104206e+04
2.058254441814468242e+06,1.453389948346796018e+03,7.422589864513135399e+04
2.061034169167050859e+06,1.453975362866003934e+03,7.498791790785045305e+04
2.080266932413131231e+06,1.460653892133033651e+03,7.512852759888945729e+04
2.055785353048851015e+06,1.487497182193848175e+03,7.583823454468841373e+04
2.038752348251161398e+06,1.478417066305859407e+03,7.494472693236928899e+04
2.073407823956411332e+06,1.505601043508917428e+03,7.615760059452436690e+04
2.076268044993929798e+06,1.494639841495904875e+03,7.891452484255182208e+04
2.040946967492907075e+06,1.448612113967152482e+03,8.157326316342817154e+04
2.040774846804745728e+06,1.449354631342128187e+03,8.428867467281164136e+04
2.084615099251371576e+06,1.521160448122893740e+03,8.597491175205465697e+04
2.058528350687559228e+06,1.538722464459920047e+03,8.476955896987696178e+04
2.002454136544996407e+06,1.516995939749004265e+03,8.074150655484628805e+04
2.015383020192994038e+06,1.458763041507833805e+03,7.778625820969443885e+04
2.084811605546253035e+06,1.462302417843642615e+03,7.597694369912522961e+04
1.972941527807244100e+06,1.477870413771817311e+03,7.552980616599466885e+04
2.021872664092438063e+06,1.509744789198693525e+03,7.563222294012663770e+04
2.025452975010181312e+06,1.452071357593653374e+03,7.746243686462195183e+04
2.008733355144407367e+06,1.497826034750570670e+03,7.717008086253429065e+04
2.000395648392787669e+06,1.502731108125662558e+03,8.117367281465241103e+04
1.975137754275151296e+06,1.429251844586045763e+03,8.108137520249279623e+04
2.017185454966041958e+06,1.520679256044651538e+03,7.981097816440215684e+04
2.026747956138586858e+06,1.524073987459312548e+03,7.868038167576762498e+04
2.008240975041507510e+06,1.441106182237059102e+03,7.775676591595952050e+04
2.046641322337938705e+06,1.526151440402008348e+03,7.692076275890531542e+04
2.031243589433004614e+06,1.444096320235641315e+03,7.486436808265777654e+04
2.088845160920384806e+06,1.464385554224037378e+03,7.595089293635643844e+04
2.064705098058859585e+06,1.456197078046854585e+03,7.722928500572648773e+04
1.945836989804270212e+06,1.415094593507417130e+03,7.872325516901051742e+04
2.049982042944549583e+06,1.468594266929503874e+03,7.978997314261521387e+04
1.927759424461910035e+06,1.486878642170510602e+03,8.189228267530171433e+04
1.954750697212159866e+06,1.467522303459070372e+03,8.205151825748602278e+04
1.966235223917503376e+06,1.422237670506569884e+03,8.100510775230207946e+04
1.931835851367681054e+06,1.430960307134888353e+03,8.082736375055312237e+04
1.891251910569426371e+06,1.438001832394744042e+03,7.938641133466370229e+04
1.934840079652465647e+06,1.410611091250824984e+03,7.760060904682424734e+04
1.932181968426548177e+06,1.442134382703243546e+03,7.787166428771363280e+04
1.892227411938504083e+06,1.476583835386318469e+03,7.904764345426666841e+04
1.859702903898965567e+06,1.427596127615071964e+03,7.858317610512368265e+04
1.889325541131807026e+06,1.394171948682085940e+03,7.831067557874129852e+04
1.893432133069251198e+06,1.395600664897935303e+03,7.779818042077569407e+04
1.924462621481850510e+06,1.405702324722105004e+03,7.425546714840386994e+04
1.916972350147059420e+06,1.403150143535681536e+03,7.390270707468636101e+04
1.836879698446786031e+06,1.374218588147318314e+03,7.317862473440874601e+04
1.892196816649787128e+06,1.394113642935085636e+03,7.348432698889554013e+04
1.886738604449786479e+06,1.392553223012291028e+03,7.508804112202099350e+04
1.780135855219036806e+06,1.353645940119176203e+03,7.542991947012659512e+04
1.766052661281442968e+06,1.348391500915221513e+03,7.491227451458024734e+04
1.813531023357375059e+06,1.365631023547308359e+03,7.377603043635474751e+04
1.756420687521258136e+06,1.343940355802566955e+03,7.164869937063362158e+04
1.670258569434125908e+06,1.311692629374776971e+03,7.267212249762799183e+04
1.634820134267682442e+06,1.298420578017316529e+03,7.013910538079457183e+04
1.681528398861013120e+06,1.314876238118646825e+03,6.703014720327941177e+04
1.703167448130694684e+06,1.323389310452085965e+03,6.768453040690472699e+04
1.637816274701764109e+06,1.297683495910757529e+03,6.602225262902877876e+04
1.705283736130988225e+06,1.324368284662092492e+03,6.989930476599227404e+04
1.735806700743484078e+06,1.335518084472899545e+03,6.829047143623921147e+04
1.780303536295431200e+06,1.352430651853903555e+03,6.901833875144131889e+04
