# Resampled Count, Count Uncertainty, Sky Count
2.526335894785507463e+00,1.916898274244931144e-01,-2.400976421335409583e+01
6.003002121930893331e+00,2.600160474696275315e-01,-4.589039207733735992e+01
1.253915689662554911e+01,2.271978724117184323e-01,-4.445167302868288317e+01
6.366324702151709758e+00,3.086568197089774035e-01,-6.127873910765438126e+01
5.455270931173619609e+00,3.083772227320116244e-01,-5.967543386512372905e+01
2.632922042935995854e+00,3.622609523729445336e-01,-7.641132770474447966e+01
4.766048173825224943e+00,3.752092033902918455e-01,-8.204375386141796866e+01
1.062114142960990293e+01,3.493556953241926388e-01,-7.993337017222820862e+01
4.090999518198234597e+00,2.775741753764034425e-01,-4.827846148470793253e+01
1.656059520463456058e+00,2.586670616269964862e-01,-3.905346765015914912e+01
1.229998403357005188e+01,2.449132105392696768e-01,-4.908576443260493249e+01
8.749031251842303902e+00,2.781776763540126374e-01,-5.518665555884528118e+01
6.207393978759407460e+00,3.010720300742519284e-01,-5.898088073454120916e+01
1.577399461606305486e+01,2.657170489326735607e-01,-6.060037025461311089e+01
1.480604827004717094e+01,2.623132360415931230e-01,-5.798794771777813395e+01
6.614159355847229804e+00,2.841022235642181037e-01,-5.315487208878185754e+01
9.215798694386950984e+00,2.601329112041511071e-01,-4.979356955912636806e+01
1.265802895304021902e+01,2.077120537426599134e-01,-4.110362958348655127e+01
1.460016333645959286e+01,1.362822910952426469e-01,-3.204695044416743599e+01
1.447648874538332464e+01,9.514851291251194554e-02,-2.044699801381792170e+01
1.461262679468395298e+01,1.461048706197623781e-01,-5.495677975395639514e+00
2.393406927050922661e+01,2.000773891472696075e-01,-2.635216324733515858e+00
2.153392515831677656e+01,2.095519692047492777e-01,3.404709555638817609e+00
1.875493629006249918e+01,2.211135621229637083e-01,6.997101710147786591e+00
2.020044735422334981e+01,2.362714556068020999e-01,7.330008570559693126e+00
1.813374201879489434e+01,2.597871699910446197e-01,1.611922107752606337e+01
5.779011406316336696e+00,2.639142539811279442e-01,3.206299157038760939e+01
1.185175387481546494e+01,2.361769111470047589e-01,1.654185158320358084e+01
1.092925227192939985e+01,2.516080792740057470e-01,2.200530265549097919e+01
7.039798169760260294e+00,2.671922395030483233e-01,3.123453543676290067e+01
1.127769711265484176e+01,2.707017754883931926e-01,2.700187117548523830e+01
8.715108006871682633e+00,2.244849372612188754e-01,1.769102429004237820e+01
1.166342420498006049e+01,2.399979759777705335e-01,1.811604795158937620e+01
6.971425411330659294e+00,2.500907172259400069e-01,2.627998536015171993e+01
7.532677322030867373e+00,2.669311199218108444e-01,3.038062936613104981e+01
1.042617808674160251e+01,2.444359488056458973e-01,2.071909078142749649e+01
4.671282339974380804e+00,2.872076239360869532e-01,4.075566749003586864e+01
3.884293833016604913e-01,3.080954956401318334e-01,5.198852336344657488e+01
9.806200917441881160e+00,2.786143022921464540e-01,3.187406761345882700e+01
8.793084950959539015e+00,2.443859219674587302e-01,2.291863649929288371e+01
1.198344911905649290e+01,2.827080959852190101e-01,3.043918660542472310e+01
